@relation Twitter
@attribute Twitter numeric
@attribute body string
@attribute class {NEU,POZ,NEG}
@data
14238,'rt @user: tas moments kad tavai sievai ir tāda frizūra kā tev url ',NEU
14239,'rt @user: kad tev atnāk ziņas wpp bet tās ir tikai grupas 🙏🔫 ',NEU
14240,'@user tu vas pu  ',NEU
14241,'rt @user: bieži sevi uzvelku tā kā drēbes no rīta jo tikai viens no simts te nedreb uz bīta @user  ',NEU
14242,'@user hahahahaha betul tu 😂😭 ',NEU
14243,'@user uz kādu laiciņu :-) ',NEU
14244,'rt @user: ko ēst pavasarī imunitātes stiprināšanai iesaka uztura speciāliste url ',NEU
14245,'labrīt šodien man ir guļavas diena ( līdz vakaram ) un tad jau vakarā satikši edvardu 😘❤️😍 ',NEU
14246,'intreses pēc paskatījos telefona galerijā kas tur darās pēc 5dienas nakts a tur vairāki video no bistro why not  ',NEU
14247,'bļāāc es arī gribūū ; ) ',NEU
14248,'turpinām attīstīt kapsētu informācijas digitalizācijas projektu url arī lietuvā - url ',NEU
14249,'@user @user jurčiks uz kurbads-liepāja ieradās dinamo trenuškās un komas dēļ vēlāk arī tika izvadīts ārā no halles  ',NEU
14250,'@user pulka skumjāk ka tev nav pat spoguļa;)) ',NEU
14251,'@user @user @user tik es kardacel es url ',NEU
14252,'nu ko tulīt ceļā uz ventspili  ',NEU
14253,'piedra tunic url via @user ',NEU
14254,'culture club - love is cold tekstu un tulkojumu dziesmu url ',NEU
14255,'pagriežot pulksteni uz priekšu tagad sanāk ka es esmu slinka ;d ',NEU
14256,'palasot šo grāmatiņu diena vienmēr kļūst labāka &lt;3 url ',NEU
14257,'@user neee nu laabs mani fočeettt tu duma esi  ',NEU
14258,'māte ierēc par šo situāciju un saka ka bērnudaarzs viss ir izlemts  ',NEU
14259,'raiņa un aspazijas popularizēšanai vkkf sadalījis 280 000 eiro url ',NEU
14260,'es fkaaj dgltv f oefpkw aejul ',NEU
14261,'šodien uz parku  ',NEU
14262,'@user to lele apni me ',NEU
14263,'@user es una joteria ',NEU
14264,'ko ja vilciena bilete maksa 5 00 tad kapec ne 00 00 ',NEU
14265,'aa jaa es mājās traka nakts (@ liepiņa hoods in valmiera) url ',NEU
14266,'armands puče un dinārs kvedovs par sportu hokeju un ceļošanu - tematiskajā tūrisma vakarā 25 aprīlī: ',NEU
14267,'cik ir pulkstens  ',NEU
14268,'atceries ka pulksteņa rādītāji šodien jāpagriež 1h uz priekšu jo ir iestājies vasaras laiks  ',NEU
14269,'@user me pasas tu skype ',NEU
14270,'pabijām ādažos tagad uz ainažiem šodien ar ģimeni mazliet pa bērnības vietām ',NEU
14271,'rt @user: nesapņo par to strādā uz to #tag url ',NEU
14272,'vnk horoskopi ir tik wtf lieta ',NEU
14273,'rt @user: @user @user jurčiks uz kurbads-liepāja ieradās dinamo trenuškās un komas dēļ vēlāk arī tika izvadīts ārā no halle… ',NEU
14274,'paļubomu saks palikt tumšaks un es izdomašu beidzot izlist no majas  ',NEU
14275,'@user gadījumā hamiltons nav pārdomājis un neparakstīs ar mersi  ',NEU
14276,'i tu #tag @user @user @user @user @user @user url url ',NEU
14277,'nicolette larson - i only want to be with you tekstu un tulkojumu dziesmu url ',NEU
14278,'@user @user vai valsts a konstitūcija pieļauj referendumus par teritorijas grozīšanu  ',NEU
14279,'give folks too many čhančes ',NEU
14280,'rt @user: i tu #tag @user @user @user @user @user @user url url ',NEU
14281,'@user sorry :(:( bet tagad esmu ceļā uz jelgavu  ',NEU
14282,'@user par večiem uz laukuma nav bazara es vairāk par citiem ārpus laukuma  ',NEU
14283,'ahh ak tad tāpēc man telefons vakar vienu mirkli rādīja 3 naktī otru 4 naktī  ',NEU
14284,'jaiet pakalj alinjam leisu un tad jau jataisas uz autobusu 16:30 izbrauc un 20:30 esi riigaaa njaaaaaaa ',NEU
14285,'uz baznīcu  ',NEU
14286,'atmiņas ar tevi neviens nedzēš  ',NEU
14287,'rt @user: atmiņas ar tevi neviens nedzēš  ',NEU
14288,'rt @user: ko meitenes meklē puišos *brūnas acis *izpūruši mati *piemīlīgs deguns *4 ķepas *zelta retrīvers ',NEU
14289,'tienes un tatu — si url ',NEU
14290,'@user labas ka ',NEU
14291,'jt25 - afraid tekstu un tulkojumu dziesmu url ',NEU
14292,'ārā tas gaiss ir tik ļoti vasarīgs  ',NEU
14293,'@user atved man lādētāju ',NEU
14294,'rt @user: ārā tas gaiss ir tik ļoti vasarīgs  ',NEU
14295,'manam dēlam ir iebūvētā laika maiņas funkcija - šorīt pamodās stundu ātrāk kā parasti  ',NEU
14296,'@user @user sasak ko lai  ',NEU
14297,'cik ir pulkstens  ',NEU
14298,'angel crew - angel skin tekstu un tulkojumu dziesmu url ',NEU
14299,'velomīļiem un citiem kustoņiem url url ',NEU
14300,'@user tev arī čau  ',NEU
14301,'final ki bezti kr di hai aaj to  ',NEU
14302,'rt @user: trīs vaļi - latviskās dzīvesziņas pamatpostulāti : 1 kā ir tā ir 2 tā ir kā ir 3 ir ir nav nav ',NEU
14303,'rt @user: retvīto visi latvieši url ',NEU
14304,'@user finav ko ',NEU
14305,'uz āgenskalnu (@ pietura centrāltirgus in rīga) url ',NEU
14306,'@user es būtu gribējis ',NEU
14307,'i posted 4 photos on facebook in the album meklē ziemassvētku veikalā - eleven tamborētas kaklasaites  ',NEU
14308,'@user 👆👆👏👏👏👏 bet ko hahaa ',NEU
14309,'kas var but labaks par svetdienu ar pankukam ',NEU
14310,'rt @user: aktrise lidija freimane - nacionālie dārgumi 100g kultūras šodien 16 10 ltv1 vai ltv lv url ',NEU
14311,'ahahahhahaa omg pirms nedēļas lol ā man beidzās chat restriction (75 games) jo reportoja tagad atkal uzrāvos ahahaha aiziet nākamās 75  ',NEU
14312,'yes betol tu😂 @user ',NEU
14313,'rt @user: nav pietupienu url ',NEU
14314,'rt @user: vēlos ātrāk vasaru šašlikus un zaļumballes  ',NEU
14315,'rt @user: domāju ka bērns kaut ko bļauj pie mana loga bet nē izrādās kaķis  ',NEU
14316,'@user @user parakstīts kad paspēja  ',NEU
14317,'šodien 29 martā plkst 16 00 talsos notiks jau piektais talsu apriņķa sieviešu koru saiets un koncerts  ',NEU
14318,'@user @user paga bet bija tak jāpārliek pulkstens vnk es neko nerubīju ',NEU
14319,'@user (sms) tu promets  ',NEU
14320,'vispār jau es esmu ļoti paklausīgs paklausos paklausos un tāpat izdaru pa savam 😛🙈 ',NEU
14321,'serj tankian - the charade tekstu un tulkojumu dziesmu url ',NEU
14322,'@user @user @user @user @user es okej ',NEU
14323,'rt @user: yes betol tu😂 @user ',NEU
14324,'@user ko ta es līdz 13:00 nogulēju  ',NEU
14325,'rt @user: keipdenisonas polārstacija (austrumantarktīdā) oficiāli ir atzīta par vējaināko vietu uz planētas jūras līmenī ',NEU
14326,'kāds laiks pūpolu svētdienā – tāds arī pirmajās lieldienās kārtējā laika vērošanas norāde kas sola url ',NEU
14327,'rt @user: ko bespajumtniks ievelejas pulgsten 11:11 neko ju vinam nava pulkstenz ',NEU
14328,'komanda lv latvijas 1 līgas čempionāts sākās šodien ar spēli fk ogre - fa rēzekne url ',NEU
14329,'šovakar uz uk aiziešu uz tayass party un rīt prom :dd ',NEU
14330,'@user @user bet kādēļ tā okupētā krima pašlaik 80% iedzīvotāju balsīm saka ka nevēlas atpakaļ ukrainā  ',NEU
14331,'*unasganas* #tag: revved url ',NEU
14332,'@user hahaa pi la turun klas sapa pak ka  ',NEU
14333,'rt @user: muzikālajā launagā uzstāsies juris un matīss pavītoli url via @user ',NEU
14334,'uz zāli ',NEU
14335,'esmu piecēlies  ',NEU
14336,'kamēr liela daļa sūdzās par pūdētājiem - #tag ražotājiem tikmēr latgalē pūst lauksaimniecības zeme un tas viņiem ir piekāst #tag ',NEU
14337,'rt @user: kad mans url ',NEU
14338,'@user @user tāpat kā reiz psrs un šodien krievijā  ',NEU
14339,'@user pa nakti 03;00 japagriez 1h uz prieksu  ',NEU
14340,'pa ilgiem laikiem atkal varu gulēt ilgi jo nav mamma mājās kura celtu augšā 😏 ',NEU
14341,'#tag #tag url ship lsi megaraid sas 9271-8i 8-port 6gb s sata+sas pci-e 3 0 low profile #tag… url ',NEU
14342,'nav vairs garstāvoklis  ',NEU
14343,'at es cemot — url ',NEU
14344,'the new amsterdams - all ears tekstu un tulkojumu dziesmu url ',NEU
14345,'rt @user: turpinām attīstīt kapsētu informācijas digitalizācijas projektu url arī lietuvā - url ',NEU
14346,'rt @user: gràcies seguim somniant comencem un nou viatge #tag url url ',NEU
14347,'nez vai lv kas tāds arī būs rt @user: @user opens new drive-thru for cyclists url url ',NEU
14348,'@user es jau sen izmērīju ka visi mani devaiši kopā standby ēd 30w kopš tā laika izmantoju uz pults vadāmu on off rozeti  ',NEU
14349,'šodien uz uk tayas dz d partyss  ',NEU
14350,'@user @user vai arī tādēļ ka tiešām vēlas palikt ru sastāvā nevis atgriesties pie #tag nacistiem kijevas pusē  ',NEU
14351,'rt @user: šodien uz uk tayas dz d partyss  ',NEU
14352,'rt @user: tu tu tu tu tu ',NEU
14353,'braucu uz ugāli ar mammu māsu un vecmāmiņu url ',NEU
14354,'@user es okej ',NEU
14355,'rt @user: - pusītis ar diviem pirkstiem ir sasodīti paredzems spēlē «akmens šķeres papīrīts» @user ',NEU
14356,'lā 28: aia ka palapalai i hā ulu lāʻau o hawaiʻi #tag #tag #tag url ',NEU
14357,'bildes no vakardienas spēles + @user un @user komentāri @user žurnālistam @user: url (mo) ',NEU
14358,'@user @user te nu reiz vietā jautājums par šo % izzināšanas veidu kurš tos izdomājis kas aptaujāja  ',NEU
14359,'rt @user: labrit klau sonakt laiks tika pagriezts stundu uz prieksu vai stundu atpakal esmu gulejis stundu vairak vai mazak  ',NEU
14360,'url 36dd fantasie bra #tag #tag #tag #tag #tag #tag #tag #tag #tag #tag #tag url ',NEU
14361,'@user kaķu atistiba  ',NEU
14362,'es šonakt nosapņoju savu drausmīgāko murgu līdz šim -skrēju pa lielveikalu dziedod reinika dziesmas  ',NEU
14363,'realm - whom the gods love die young tekstu un tulkojumu dziesmu url ',NEU
14364,'jo apaļīgāks cilvēks jo lielāka mīlamā platība 👣💑 ',NEU
14365,'meitene ar bārbijas seju un spēkavīra augumu url url ',NEU
14366,'rt @user: es šonakt nosapņoju savu drausmīgāko murgu līdz šim -skrēju pa lielveikalu dziedod reinika dziesmas  ',NEU
14367,'rt @user: manam dēlam ir iebūvētā laika maiņas funkcija - šorīt pamodās stundu ātrāk kā parasti  ',NEU
14368,'@user tas attiecas uz jebkuru ar tālv pulti ieslēdzamu ierīci izslēgts projektors rij ~7w - tikpat cik iesl spuldze #tag ',NEU
14369,'laidīs uz igauņzem  ',NEU
14370,'rt @user: es tik ļoti ļoti vēlos uzkāpt kaut kur uz jumta un pavadīt nakti ar sarunām tālāk no realitātes  ',NEU
14371,'@user a kur ir tavs vienradzis  ',NEU
14372,'@user idk j ai un ipod ',NEU
14373,'@user man tik vel nālis jāsaziimē ',NEU
14374,'@user jam ko stadi mana  ',NEU
14375,'savukārt pēcspēles intervija ar @user kā arī @user @user un višņakova komentāri @user sākumlapā (mo) ',NEU
14376,'e jam jam jam ko jam jam url ',NEU
14377,'jāpamēģina pamāžoties ar fl studio 10  ',NEU
14378,'neguleta nakts un tagad branch ❤️ (at @user in mārupe) url ',NEU
14379,'psc labajai rokai muskulis raustās tās ir kādas zīmes :o ',NEU
14380,'@user viens daunis izpipeja vienu manejo un si nedela bija diezgan drausmiga es pat tetri vairs nemaku spelet ',NEU
14381,'@user es krim :3 ',NEU
14382,'planlos - es kommt wie es kommt tekstu un tulkojumu dziesmu url ',NEU
14383,'ceļā vairāk uz ziemeļiem  ',NEU
14384,'skolotāj ar klasi izveidojiet pieteikuma video un iesūtiet to url un piedalieties „sportland pirmie soļi basketbolā” ',NEU
14385,'pienaak zinjas ka rainja bulvaarii ar mentiem @user ',NEU
14386,'visumā var piekrist pūķina algādzim taču krievija- tā ir arī rogozini utt- pārējā krievu neonacistu varza url ',NEU
14387,'seriāla “provokācijas” proputs fjodors birjukovs un citi url ',NEU
14388,'@user ir aitas ir cirpēji ',NEU
14389,'rt @user: tas mistiskais mirklis kad tu redzi kā pazuda stunda 😱 ',NEU
14390,'šodien ir pūpolsvētdiena un pēc tautas ticējuma katram ir jābūt nopērtam - url ',NEU
14391,'rt @user: šogad pavasaris ir īpaši maģisks netici lai pārsteigumiem pilna pūpolsvētdiena url ',NEU
14392,'labiņi čāpoju uz mēģi ^^ ',NEU
14393,'@user kas tev majas nav manuals pulkstens hipster esi  ',NEU
14394,'@user @user kuru tu domā mani ka ridzis teica  ',NEU
14395,'labrīt tas sapnis par viņu un mani ai tas nav iespējami',NEU
14396,'ar smalvaino klausamies mūziku drīz un centru un tad sešos uz liepājuu ',NEU
14397,'rt @user: kādas zivis kad un kur drīkst makšķerēt padomi iesācējiem | la url via @user ',NEU
14398,'ok es esmu kinda piecēlusies and i m looking forward to meeting mari once again ',NEU
14399,'nydia rojas - no vale la pena tekstu un tulkojumu dziesmu url ',NEU
14400,'@user es vintage xdd ',NEU
14401,'cik ir pulkstenis  ',NEU
14402,'@user apsargi ir atbildīgi par kārtību klubā mājās tika aizsūtītas visas kautiņā iesaistījušās meitenes  ',NEU
14403,'tu vai pagar maldita url ',NEU
14404,'with devia febriani at nav karaoke — url ',NEU
14405,'no šodienas mainīs gandrīz visu vilcienu kustības sarakstu url ',NEU
14406,'@user mana tu  ',NEU
14407,'fani palika un paliks ar 1d ja pat viņi nav ar zayn  ',NEU
14408,'šī diena ir  ',NEU
14409,'šodien sauju jēkabpils - rīga ir vietas call me maybe 29970458 ',NEU
14410,'es tikai pateicu ka man ir olīves @user @user 😒😂 url ',NEU
14411,'rauj rauj to nost norauj manai pasaulei jumtu url ',NEU
14412,'rt @user: liepājas pilsētas čempionāts basketbolā vīriešiem finālspēles url ',NEU
14413,'from ashes rise - moths to the flame tekstu un tulkojumu dziesmu url ',NEU
14414,'eina nx :dd dar ir taip buna :dd url ',NEU
14415,'milu ka cilveki saka ka viniem vienalga ',NEU
14416,'@user līdzijušana bet svētdienā jau nav nekāda strādāšana  ',NEU
14417,'rt @user: es tikai pateicu ka man ir olīves @user @user 😒😂 url ',NEU
14418,'bet es saku rīgā ira manāāā ',NEU
14419,'@user tūlīt nosūtīšu privāto ziņu (dm)  ',NEU
14420,'rt @user: konkurss noslēdzies uzvarētāji: @user un @user saņemiet zelta kartes rakstotot mums uz: florboli… ',NEU
14421,'braucu trolejbusa un domaju preshkam vpr vajadzigs telefons ja tas no ka gaidi zvanu sms nemaz neraksta un nezvana 😁😁😁😁 ',NEU
14422,'rt @user: @user sveiki gaidu kad jūs atbildēsiet man mans e-pasts ir tomsons71@user lv ',NEU
14423,'@user priekš šodienas tas ir tieši laikā😉 ',NEU
14424,'@user uz kuru pasaules galu dodies  ',NEU
14425,'uz garažu  ',NEU
14426,'@user aizsūtīju dziesmu uz jūsu e-pastu ',NEU
14427,'speciālais piedāvājums grieķijas un melnās jūras kruīzam jāņos - no 453 eur personai ostas nodokļi iekļauti url ',NEU
14428,'@user netaisos nemaz piekrist lai vai cik šis cilvēks būtu neatlaidīgs ',NEU
14429,'labrīt cik tagad pulkstenis ir  ',NEU
14430,'rīt laikam būs jādodas uz zālīti rrr  ',NEU
14431,'rt @user: mika kur kaķis url ',NEU
14432,'sapient - pieces of paper tekstu un tulkojumu dziesmu url ',NEU
14433,'rt @user: pupolsvetdiena atcerieties ka sokolovs macija pert ritma  ',NEU
14434,'@user: nekustamo īpašumu tirgus šobrīd ir nogaidošs: url ',NEU
14435,'un tie ir lielākā daļa talsinieku kam atsekošu ',NEU
14436,'@user cikos tu uz kojām  ',NEU
14437,'rt @user: @user almenos no es bulbasaur ',NEU
14438,'rt @user: kas viņai pielipis url ',NEU
14439,'nu ko atkal dodos uz skolu😊 url ',NEU
14440,'piedalies bigbank skrien latvija seriāla posmos - būsi vesels kā rutks un nebūsi apaļš kā pupols reģistrējies url ',NEU
14441,'kāpēc vispār krievijai ir joprojām ļauts sūtīt savus pārstāvjus uz nato briselē url via @user ',NEU
14442,'rt @user: izskatās ka mārupes ģerbonī rail baltica ir jau sen ieplānots url ',NEU
14443,'pēctam tik atjēdzies ka visur pilns ar visādiem erroriņiem waaaat ',NEU
14444,'rt @user: ir jāstrādā nevis 12 stundas dienā bet ar galvu  ',NEU
14445,'@user: nekustamie īpašumi ir un būs lielākā nozare ko bankas finansēs: url url ',NEU
14446,'rt @user: «gorail» varētu slēgt dzelzceļu no tallinas uz maskavu un sanktpēterburgu url via @user ',NEU
14447,'the jacksons - strength of one man tekstu un tulkojumu dziesmu url ',NEU
14448,'šodien strādāju ne tikai triatlona stendā bet arī biatlona - pielādēju ieročus mācīju šaut pa merkiem #tag #tag ',NEU
14449,'url es jau par kko tādu biju aizmirsusi ;dd (@user ) ',NEU
14450,'kaut kas starp pāli un pohām url ',NEU
14451,'foto: pārnovadu uzņēmēju diena — gadatirgus aizkrauklē url ',NEU
14452,'kāpēc visi instagrama profili nav tādi 😍😍 url ',NEU
14453,'kad tas pulkstenis bij jagriež  ',NEU
14454,'rt @user: @user aizsūtīju dziesmu uz jūsu e-pastu ',NEU
14455,'@user tu varbūt atbildēsi dm 😒😂 ',NEU
14456,'rt @user: ar katru gadu url ',NEU
14457,'skatos neviens pirma aprili nav dzimiis:d joks ir joks:d ',NEU
14458,'spēle sākas 15:00 jums ir stunda lai man uzrakstītu likmju-informators@user lv ',NEU
14459,'ja kādam ir interese šodien plkstn 16 00 dodamies virzienā balvi-rīga zvanīt- 29 416 078 ',NEU
14460,'@user vai tu esi ierēdne  ',NEU
14461,'apskaužu tayu kko tik kyut uzrakstīt aw  ',NEU
14462,'rt @user: kad esi nedaudz apslimis url ',NEU
14463,'rt @user: es tevi url ',NEU
14464,'mylene farmer &amp; moby - slipping away (crier la vie) tekstu un tulkojumu dziesmu url ',NEU
14465,'ughhh tagad man jarisina vislielaka problema tagad vai vasara 💀🔫 ',NEU
14466,'mums ir jautrumiņš 🙈🙉🙊 @ bauska url ',NEU
14467,'rt @user: vakar ar elsu drusku pasmējām url ',NEU
14468,'ja es uz šo nakti būtu uzlicis modinātāju uz 3:30 kas notiktu  ',NEU
14469,'@user: nekustamo īpašumu tirgus šobrīd ir nogaidošs: url ',NEU
14470,'nu tas ir vienkarsi psc kur tadas pagjiras var but #tag #tag #tag 5 5 ',NEU
14471,'#tag uz - trap shit url #tag ',NEU
14472,'rt labakievines: neticiet visam ko dziesmās stāsta (veidoja dzelzsgriezeejs) url #tag ',NEU
14473,'@user tu es tev sastiepšubari kaju 👌😜😊 ',NEU
14474,'39 ziemas peldēšanas čempionātā divu posmu kopvērtējumā zelta medaļas ieguvuši arī trīs @user pārstāvji url ',NEU
14475,'indivīds slepenībā ir bezgalība  ',NEU
14476,'@user var ar toro rosso samainīties formulām  ',NEU
14477,'rt @user: šodien sauju jēkabpils - rīga ir vietas call me maybe 29970458 ',NEU
14478,'tarrus riley - eye sight tekstu un tulkojumu dziesmu url ',NEU
14479,'karamelizēts bumbieris un lazdu rieksti #tag #tag url ',NEU
14480,'rt @user: bazars skaipaa ar krisiiit viss okee ',NEU
14481,'nosapņoju ka redzēju @user un paprasīju viņai matu gumijas skolā dažas pazaudēju un pēc tam viņu gaidīju pie viņas zilās somas 😂😂😂😂😂 ',NEU
14482,'šodien ir pūpolsvētdiena taču es tevi varu iepērt jebkurā dienā @user ',NEU
14483,'@user es tev tur kājuu sastiepšu 👌😏😊😉😉 ',NEU
14484,'@user nokia 3310 tikai būtu sapratis ka jāzvana  ',NEU
14485,'@user jakare nomas es tu vecino ari  ',NEU
14486,'nesen pastaigajos ar sīko tgd esmu majas un skatos tv  ',NEU
14487,'@user pabaroji kaķi  ',NEU
14488,'@user es tevi tur no kāda kalna nogrūdīšu 😊😏👌💕 ',NEU
14489,'@user jā tā ir ',NEU
14490,'rt @user: 39 ziemas peldēšanas čempionātā divu posmu kopvērtējumā zelta medaļas ieguvuši arī trīs @user pārstāvji url ',NEU
14491,'un es beidzot pamodos  ',NEU
14492,'dzive kliversala 5331 diena aizgaju uztaisit vel grilled cheese un pa logu redzeju jau kadu simto avariju es pat vairs neskaitu  ',NEU
14493,'rt @user: maximā viena ielīda man priekšā rindā tāpēc es uzspļāvu viņas bērnam  ',NEU
14494,'richard thompson - backlash love affair tekstu un tulkojumu dziesmu url ',NEU
14495,'man tikai izklausijās vai patiešām mans tētis pateica *jebal acī* ko  ',NEU
14496,'sāku mazgāt mašīnu un sāka smidzināt lietutiņš ',NEU
14497,'kādi 19 gadi maximums 15 lel es pat uzvedos sakarīgāk  ',NEU
14498,'@user varbūt vispirms pārbaudi faktus gudriniek tā var arī par necieñas celšanu norauties  ',NEU
14499,' @user @user loses 10-0 to uzb ',NEU
14500,'ducks un predators ir nodrošinājuši vietu play -off ',NEU
14501,'url dusty pink velvet bra 32dd #tag #tag #tag #tag #tag #tag #tag #tag #tag … url ',NEU
14502,'@user @user @user šoferiem ir politiķiem nav bet starp citu nomenklatūrai bija - 1 x gadā laikam tā neuzkrītoši  ',NEU
14503,'gribeeju kaa labaak a man kko topii ',NEU
14504,'@user vilciens sanktpēterburga-minska-rīga kā tas ir iespējams  ',NEU
14505,'@user no man bija viena plastmasa bumbiņa un viņa saplīsa :s ',NEU
14506,'no kurienes esi zaķīti — kas raksta url ',NEU
14507,'un jam #tag po ti ',NEU
14508,'rt @user: atbilde uz jebkuru jautājumu url ',NEU
14509,'rt @user: rt ja tava ome ir narko kurjerz ',NEU
14510,'kartupeļu biezputra ir ēdiens priekš karaļiem ',NEU
14511,'@user bet vai tad stāsts neaizslīdēja prom no mangas  ',NEU
14512,'iet pa ielu 4 gadīgs bērns ar vecākiem un tas bērns smēķē #tag #tag #tag ',NEU
14513,'google chrome vairs nav tas url ',NEU
14514,'man pohuj dzīvošu pēc vecā laikā ha  ',NEU
14515,'@user tu pots salvar gallecs #tag #tag #tag @user url ',NEU
14516,'@user @user tu fais allemand lv1  ',NEU
14517,'kādas traģēdijas drāmas latviešu rakstnieki ir sarakstījuši  ',NEU
14518,'@user un kur tad tā solītā nakts izloze  ',NEU
14519,'rt @user: un jam #tag po ti ',NEU
14520,'rt @user: skumsh stazts putins 2 dienas var ienjemt rigu es 1 dienja tawu dravdzeni rt ja ravdaji ',NEU
14521,'rt @user: zaughty es una gran amistad mientras yo te restriego zouis #tag #tag url ',NEU
14522,'rt @user: šodien ir pūpolsvētdiena un pēc tautas ticējuma katram ir jābūt nopērtam - url ',NEU
14523,'jūtos drausmīgi bet kkā vienalga jātaisās un jābrauc uz rajoniņu tikties ar @user  ',NEU
14524,'tas nav saksofons tas ir seksofons url ',NEU
14525,'kurš dosies uz @user meet-up 2 aprīlī ventspilī ratslaukumā plkst 16:00 - 18:00  ',NEU
14526,'nu ta ko pašauj vaļā😉 url ',NEU
14527,'rangers un canadiens ir nodrošinājuši vietu play -off ',NEU
14528,'manija venir a laburar un domingo manija ',NEU
14529,'norm šitā pateikt ;d kad sakārtosi savas drēbes tad parunāsim ;d @user ',NEU
14530,'billy bragg &amp; wilco - chain of broken hearts tekstu un tulkojumu dziesmu url ',NEU
14531,'skatoties kāda bij mašīna jāsāk prātot pa kādiem bez ceļiem esmu braucis:d ',NEU
14532,'@user taču tas neliedz jums ik pa laikam tikties  ',NEU
14533,'jā esmu piecēlusies ',NEU
14534,'vasaras magnēts sākas šonedēļ pirmā kārta otrdien 16 00 mežā pie t c alfa- url url ',NEU
14535,'rīt 44 grupai ir otrā maiņa #tag #tag ',NEU
14536,'@user ir prakse jo ir kaut kas noticis ar e -klasi jo mēs tad un piektdien mācīsimies :  ',NEU
14537,'pamostos viens mājās un vecmamma sataisijusi tik daudz pankūku ka visai āfrikai pietiktu ha 😂👌😁😜🐺 ',NEU
14538,'reģionu ziņasd šodien ļoti dzeltenas vai tiešām cits nekas nenotiek url ',NEU
14539,'rt @user: nekad nepamet kādu kurš ir pieskāries tavai dvēselei vairāk nekā ķermenim  ',NEU
14540,'#tag ēdienu piegāde no @user uz mājām no 10euro bez maksas zvani un mielojies pūpolsvētdienā ar supersulīgiem un sātīgiem #tag ',NEU
14541,'@user tu esi gulējis  ',NEU
14542,'mango man diet url ',NEU
14543,'@user tayuman ka na forevs  ',NEU
14544,'tas moments kad tu čato par olīvām 😂😂👌 ',NEU
14545,'ka ezcite ',NEU
14546,'gnomo - llevame tekstu un tulkojumu dziesmu url ',NEU
14547,'@user o harry styles vai sair da 1d  ',NEU
14548,'un jom kuq e zo kuq e zi jom un e ti ',NEU
14549,'es nekad nebeigšu pipet 🍁 ',NEU
14550,'@user kur ir mans 7dienas ieplānotais hokejs formulu jau no rīta redzēju  ',NEU
14551,'nu ko sākas bērzu sulas laiks 👍😊 ',NEU
14552,'@user tu e mais 939817329821 ahahahaahh ',NEU
14553,'rīt beidzot sākas prakse  ',NEU
14554,'reģionu ziņas šodien ļoooti dzeltenas vai tiešām cits nekas nenotiek url ',NEU
14555,'lai kā arī būtu nekas vairs nav tā uz zemes ap mums viss bija citādāk r a p ',NEU
14556,'rt @user: vasaras magnēts sākas šonedēļ pirmā kārta otrdien 16 00 mežā pie t c alfa- url url ',NEU
14557,'laikam bučoties zem mana balkona ir swag  ',NEU
14558,'rt @user: @user @user loses 10-0 to uzb ',NEU
14559,'mammai brokastis turcijā no teikti ir ideālākas nekā man 😂 url ',NEU
14560,'vidzemē ar tvana gāzi saindējušies divi bērni url ',NEU
14561,'un piekdien es pabeidzu 10 klasi  ',NEU
14562,'nu ko jajiet skatities multene ; p url ',NEU
14563,'@user omg tautas jūra ko arī paredzēju  ',NEU
14564,'šodien jau visu dienu pa virtuvi ;d ^^ #tag #tag ',NEU
14565,'rt @user: apbrīnjami noskaties noklausies vai arī nebūsi pieskaitāms pie cilvēku rases url ',NEU
14566,'the faint - psycho tekstu un tulkojumu dziesmu url ',NEU
14567,'@user pēc vecā laika ir 13 tā kā nav tik traki  ',NEU
14568,'ja nemēģināsi tad neuzzinās ar ko tas beigsies  ',NEU
14569,'labrit pulkstens ir divi man nak miegs bet tas laikam normali ja gulet aiziet 4 no rita:d ',NEU
14570,'«rīgas satiksmes» sapnis kas nekad nepiepildīsies: autobuss - kafejnīca url via @user ',NEU
14571,'saeima varētu vienreiz pielemt ka pulksteni vairs negrozam kura partija uzņems iniciatīvu  ',NEU
14572,'rt @user: @user tu e mais 939817329821 ahahahaahh ',NEU
14573,'lai jums viss būtu url ',NEU
14574,'@user tas noteikti izpaudās kā matu neķemmēšana no rītiem  ',NEU
14575,'@user jāāāā cccc: varēsim kaukt līdzi bez balss un bez sejām  ',NEU
14576,'@user @user vai via tu ',NEU
14577,'rt @user: tas moments kad tu čato par olīvām 😂😂👌 ',NEU
14578,'ziile brauca ar divriteni un uzķērās svārki url ',NEU
14579,'@user @user vai tad rīgā bija kādreiz maskavas laiks  ',NEU
14580,'15 16 17 maijā notiks seminārs par pielūgsmi mūziku un mākslu rīgā mārstaļu ielā 10 lelb jauniešu url ',NEU
14581,'galvā trakas domas rosās kā būtu ja rīt tik brauktu uz liepāju kā būtu ja es celtos vienreiz kā būtu neko nedarīt  ',NEU
14582,'@user varu arī uzpiest fav 😂😊👍 ',NEU
14583,'tikko apjēdzu ka drīz būs lieldienas - es aplauzos  ',NEU
14584,'rt @user: un narbi #tag url ',NEU
14585,'es vairs nepalīdzēšu mazgāt kaķus rokas taka narkomānam izskatās ;d ',NEU
14586,'@user totes man totes 😂 ',NEU
14587,'fredis un jānis skutelis spridzina šovā pusnakts šovs septiņos (video) url via @user ',NEU
14588,'izvēlētas labākās būves latvijā: url url ',NEU
