@relation Twitter
@attribute Twitter numeric
@attribute body string
@attribute class {NEU,POZ,NEG}
@data
14365,'meitene ar bārbijas seju un spēkavīra augumu url url ',NEU
14366,'rt @sofija_hey: es šonakt nosapņoju savu drausmīgāko murgu līdz šim -skrēju pa lielveikalu dziedod reinika dziesmas  ',NEU
14367,'rt @aakerfelde: manam dēlam ir iebūvētā laika maiņas funkcija - šorīt pamodās stundu ātrāk kā parasti  ',NEU
14368,'@krizdabz tas attiecas uz jebkuru ar tālv pulti ieslēdzamu ierīci izslēgts projektors rij ~7w - tikpat cik iesl spuldze #vampiredraw ',NEU
14369,'laidīs uz igauņzem  ',NEU
14370,'rt @viktorijabird: es tik ļoti ļoti vēlos uzkāpt kaut kur uz jumta un pavadīt nakti ar sarunām tālāk no realitātes  ',NEU
14371,'@esteruxx a kur ir tavs vienradzis  ',NEU
14372,'@momoinlove1 idk j ai un ipod ',NEU
14373,'@danarslv man tik vel nālis jāsaziimē ',NEU
14374,'@amirulejam jam ko stadi mana  ',NEU
14375,'savukārt pēcspēles intervija ar @shabalavalerijs kā arī @kasparsdubra @igorstarasovs32 un višņakova komentāri @sportacentrs sākumlapā (mo) ',NEU
14376,'e jam jam jam ko jam jam url ',NEU
14377,'jāpamēģina pamāžoties ar fl studio 10  ',NEU
14378,'neguleta nakts un tagad branch ❤️ (at @32augusts in mārupe) url ',NEU
14379,'psc labajai rokai muskulis raustās tās ir kādas zīmes :o ',NEU
14380,'@mar_grieta viens daunis izpipeja vienu manejo un si nedela bija diezgan drausmiga es pat tetri vairs nemaku spelet ',NEU
14381,'@ms_yeri99 es krim :3 ',NEU
14382,'planlos - es kommt wie es kommt tekstu un tulkojumu dziesmu url ',NEU
14383,'ceļā vairāk uz ziemeļiem  ',NEU
14384,'skolotāj ar klasi izveidojiet pieteikuma video un iesūtiet to url un piedalieties „sportland pirmie soļi basketbolā” ',NEU
14385,'pienaak zinjas ka rainja bulvaarii ar mentiem @bezbiletnieks2 ',NEU
14386,'visumā var piekrist pūķina algādzim taču krievija- tā ir arī rogozini utt- pārējā krievu neonacistu varza url ',NEU
14387,'seriāla “provokācijas” proputs fjodors birjukovs un citi url ',NEU
14388,'@ga4a ir aitas ir cirpēji ',NEU
14389,'rt @p_sintija: tas mistiskais mirklis kad tu redzi kā pazuda stunda 😱 ',NEU
14390,'šodien ir pūpolsvētdiena un pēc tautas ticējuma katram ir jābūt nopērtam - url ',NEU
14391,'rt @adazucipsi: šogad pavasaris ir īpaši maģisks netici lai pārsteigumiem pilna pūpolsvētdiena url ',NEU
14392,'labiņi čāpoju uz mēģi ^^ ',NEU
14393,'@krizdabz kas tev majas nav manuals pulkstens hipster esi  ',NEU
14394,'@lowluw @reebeekaaa_ kuru tu domā mani ka ridzis teica  ',NEU
14395,'labrīt tas sapnis par viņu un mani ai tas nav iespējami',NEU
14396,'ar smalvaino klausamies mūziku drīz un centru un tad sešos uz liepājuu ',NEU
14397,'rt @ainarszabers: kādas zivis kad un kur drīkst makšķerēt padomi iesācējiem | la url via @la_lv ',NEU
14398,'ok es esmu kinda piecēlusies and i m looking forward to meeting mari once again ',NEU
14399,'nydia rojas - no vale la pena tekstu un tulkojumu dziesmu url ',NEU
14400,'@notinc_nom es vintage xdd ',NEU
14401,'cik ir pulkstenis  ',NEU
14402,'@daanaaak apsargi ir atbildīgi par kārtību klubā mājās tika aizsūtītas visas kautiņā iesaistījušās meitenes  ',NEU
14403,'tu vai pagar maldita url ',NEU
14404,'with devia febriani at nav karaoke — url ',NEU
14405,'no šodienas mainīs gandrīz visu vilcienu kustības sarakstu url ',NEU
14406,'@aliep_jam mana tu  ',NEU
14407,'fani palika un paliks ar 1d ja pat viņi nav ar zayn  ',NEU
14408,'šī diena ir  ',NEU
14409,'šodien sauju jēkabpils - rīga ir vietas call me maybe 29970458 ',NEU
14410,'es tikai pateicu ka man ir olīves @tomuchfunn @zilonmate 😒😂 url ',NEU
14411,'rauj rauj to nost norauj manai pasaulei jumtu url ',NEU
14412,'rt @liepajniekiemlv: liepājas pilsētas čempionāts basketbolā vīriešiem finālspēles url ',NEU
14413,'from ashes rise - moths to the flame tekstu un tulkojumu dziesmu url ',NEU
14414,'eina nx :dd dar ir taip buna :dd url ',NEU
14415,'milu ka cilveki saka ka viniem vienalga ',NEU
14416,'@janiswalx līdzijušana bet svētdienā jau nav nekāda strādāšana  ',NEU
14417,'rt @paulaelinapaula: es tikai pateicu ka man ir olīves @tomuchfunn @zilonmate 😒😂 url ',NEU
14418,'bet es saku rīgā ira manāāā ',NEU
14419,'@katrina_do tūlīt nosūtīšu privāto ziņu (dm)  ',NEU
14420,'rt @florbolistiem: konkurss noslēdzies uzvarētāji: @banesintija un @kristapslazdins saņemiet zelta kartes rakstotot mums uz: florboli… ',NEU
14421,'braucu trolejbusa un domaju preshkam vpr vajadzigs telefons ja tas no ka gaidi zvanu sms nemaz neraksta un nezvana 😁😁😁😁 ',NEU
14422,'rt @lucsneuss: @florbolistiem sveiki gaidu kad jūs atbildēsiet man mans e-pasts ir tomsons71@tvnet lv ',NEU
14423,'@ennyk_ priekš šodienas tas ir tieši laikā😉 ',NEU
14424,'@e_mz_ii uz kuru pasaules galu dodies  ',NEU
14425,'uz garažu  ',NEU
14426,'@aleksisvilcins aizsūtīju dziesmu uz jūsu e-pastu ',NEU
14427,'speciālais piedāvājums grieķijas un melnās jūras kruīzam jāņos - no 453 eur personai ostas nodokļi iekļauti url ',NEU
14428,'@nork_ys netaisos nemaz piekrist lai vai cik šis cilvēks būtu neatlaidīgs ',NEU
14429,'labrīt cik tagad pulkstenis ir  ',NEU
14430,'rīt laikam būs jādodas uz zālīti rrr  ',NEU
14431,'rt @naglijsvirtulis: mika kur kaķis url ',NEU
14432,'sapient - pieces of paper tekstu un tulkojumu dziesmu url ',NEU
14433,'rt @30rens: pupolsvetdiena atcerieties ka sokolovs macija pert ritma  ',NEU
14434,'@balsts: nekustamo īpašumu tirgus šobrīd ir nogaidošs: url ',NEU
14435,'un tie ir lielākā daļa talsinieku kam atsekošu ',NEU
14436,'@maris1661 cikos tu uz kojām  ',NEU
14437,'rt @pistachofury: @andreajarsenal almenos no es bulbasaur ',NEU
14438,'rt @vecaingrida: kas viņai pielipis url ',NEU
14439,'nu ko atkal dodos uz skolu😊 url ',NEU
14440,'piedalies bigbank skrien latvija seriāla posmos - būsi vesels kā rutks un nebūsi apaļš kā pupols reģistrējies url ',NEU
14441,'kāpēc vispār krievijai ir joprojām ļauts sūtīt savus pārstāvjus uz nato briselē url via @apollo_lv ',NEU
14442,'rt @tautasmediji: izskatās ka mārupes ģerbonī rail baltica ir jau sen ieplānots url ',NEU
14443,'pēctam tik atjēdzies ka visur pilns ar visādiem erroriņiem waaaat ',NEU
14444,'rt @labaaakais: ir jāstrādā nevis 12 stundas dienā bet ar galvu  ',NEU
14445,'@seb_latvia: nekustamie īpašumi ir un būs lielākā nozare ko bankas finansēs: url url ',NEU
14446,'rt @ainarszabers: «gorail» varētu slēgt dzelzceļu no tallinas uz maskavu un sanktpēterburgu url via @tvnet_portals ',NEU
14447,'the jacksons - strength of one man tekstu un tulkojumu dziesmu url ',NEU
14448,'šodien strādāju ne tikai triatlona stendā bet arī biatlona - pielādēju ieročus mācīju šaut pa merkiem #biatlon #triathlon ',NEU
14449,'url es jau par kko tādu biju aizmirsusi ;dd (@alensbalodis ) ',NEU
14450,'kaut kas starp pāli un pohām url ',NEU
14451,'foto: pārnovadu uzņēmēju diena — gadatirgus aizkrauklē url ',NEU
14452,'kāpēc visi instagrama profili nav tādi 😍😍 url ',NEU
14453,'kad tas pulkstenis bij jagriež  ',NEU
14454,'rt @duetssandra: @aleksisvilcins aizsūtīju dziesmu uz jūsu e-pastu ',NEU
14455,'@_diana_bimane tu varbūt atbildēsi dm 😒😂 ',NEU
14456,'rt @dzentlmenis: ar katru gadu url ',NEU
14457,'skatos neviens pirma aprili nav dzimiis:d joks ir joks:d ',NEU
14458,'spēle sākas 15:00 jums ir stunda lai man uzrakstītu likmju-informators@inbox lv ',NEU
14459,'ja kādam ir interese šodien plkstn 16 00 dodamies virzienā balvi-rīga zvanīt- 29 416 078 ',NEU
14460,'@dziedava vai tu esi ierēdne  ',NEU
14461,'apskaužu tayu kko tik kyut uzrakstīt aw  ',NEU
14462,'rt @rragainis: kad esi nedaudz apslimis url ',NEU
14463,'rt @dzentlmenis: es tevi url ',NEU
14464,'mylene farmer &amp; moby - slipping away (crier la vie) tekstu un tulkojumu dziesmu url ',NEU
14465,'ughhh tagad man jarisina vislielaka problema tagad vai vasara 💀🔫 ',NEU
14466,'mums ir jautrumiņš 🙈🙉🙊 @ bauska url ',NEU
14467,'rt @guchie_lv: vakar ar elsu drusku pasmējām url ',NEU
14468,'ja es uz šo nakti būtu uzlicis modinātāju uz 3:30 kas notiktu  ',NEU
14469,'@aigarsz: nekustamo īpašumu tirgus šobrīd ir nogaidošs: url ',NEU
14470,'nu tas ir vienkarsi psc kur tadas pagjiras var but #gultasrezims #doctorhauss #neveseligapartika 5 5 ',NEU
14471,'#np uz - trap shit url #tucampusradio ',NEU
14472,'rt labakievines: neticiet visam ko dziesmās stāsta (veidoja dzelzsgriezeejs) url #vine ',NEU
14473,'@reebeekaaa_ tu es tev sastiepšubari kaju 👌😜😊 ',NEU
14474,'39 ziemas peldēšanas čempionātā divu posmu kopvērtējumā zelta medaļas ieguvuši arī trīs @liepajalv pārstāvji url ',NEU
14475,'indivīds slepenībā ir bezgalība  ',NEU
14476,'@f1lv var ar toro rosso samainīties formulām  ',NEU
14477,'rt @jankaaaaaa: šodien sauju jēkabpils - rīga ir vietas call me maybe 29970458 ',NEU
14478,'tarrus riley - eye sight tekstu un tulkojumu dziesmu url ',NEU
14479,'karamelizēts bumbieris un lazdu rieksti #vegan #brunch url ',NEU
14480,'rt @guntis19982: bazars skaipaa ar krisiiit viss okee ',NEU
14481,'nosapņoju ka redzēju @dianchux un paprasīju viņai matu gumijas skolā dažas pazaudēju un pēc tam viņu gaidīju pie viņas zilās somas 😂😂😂😂😂 ',NEU
14482,'šodien ir pūpolsvētdiena taču es tevi varu iepērt jebkurā dienā @kolitajs ',NEU
14483,'@reebeekaaa_ es tev tur kājuu sastiepšu 👌😏😊😉😉 ',NEU
14484,'@edzhausis nokia 3310 tikai būtu sapratis ka jāzvana  ',NEU
14485,'@arimiller99 jakare nomas es tu vecino ari  ',NEU
14486,'nesen pastaigajos ar sīko tgd esmu majas un skatos tv  ',NEU
14487,'@bablo2222 pabaroji kaķi  ',NEU
14488,'@lollipop_paula es tevi tur no kāda kalna nogrūdīšu 😊😏👌💕 ',NEU
14489,'@evij jā tā ir ',NEU
14490,'rt @veloronis: 39 ziemas peldēšanas čempionātā divu posmu kopvērtējumā zelta medaļas ieguvuši arī trīs @liepajalv pārstāvji url ',NEU
14491,'un es beidzot pamodos  ',NEU
14492,'dzive kliversala 5331 diena aizgaju uztaisit vel grilled cheese un pa logu redzeju jau kadu simto avariju es pat vairs neskaitu  ',NEU
14493,'rt @vecaingrida: maximā viena ielīda man priekšā rindā tāpēc es uzspļāvu viņas bērnam  ',NEU
14494,'richard thompson - backlash love affair tekstu un tulkojumu dziesmu url ',NEU
14495,'man tikai izklausijās vai patiešām mans tētis pateica *jebal acī* ko  ',NEU
14496,'sāku mazgāt mašīnu un sāka smidzināt lietutiņš ',NEU
14497,'kādi 19 gadi maximums 15 lel es pat uzvedos sakarīgāk  ',NEU
14498,'@ga4a varbūt vispirms pārbaudi faktus gudriniek tā var arī par necieñas celšanu norauties  ',NEU
14499,' @usawrestling @chrisperry184 loses 10-0 to uzb ',NEU
14500,'ducks un predators ir nodrošinājuši vietu play -off ',NEU
14501,'url dusty pink velvet bra 32dd #lingerie #porn #sex #hot #sexy #fashion #ass #girl #stockings … url ',NEU
14502,'@janasima @ruksane @baibastrautmane šoferiem ir politiķiem nav bet starp citu nomenklatūrai bija - 1 x gadā laikam tā neuzkrītoši  ',NEU
14503,'gribeeju kaa labaak a man kko topii ',NEU
14504,'@vas_ldz vilciens sanktpēterburga-minska-rīga kā tas ir iespējams  ',NEU
14505,'@bello_sils no man bija viena plastmasa bumbiņa un viņa saplīsa :s ',NEU
14506,'no kurienes esi zaķīti — kas raksta url ',NEU
14507,'un jam #kuqezi po ti ',NEU
14508,'rt @jezupsm: atbilde uz jebkuru jautājumu url ',NEU
14509,'rt @dviszltans: rt ja tava ome ir narko kurjerz ',NEU
14510,'kartupeļu biezputra ir ēdiens priekš karaļiem ',NEU
14511,'@gerdarozee bet vai tad stāsts neaizslīdēja prom no mangas  ',NEU
14512,'iet pa ielu 4 gadīgs bērns ar vecākiem un tas bērns smēķē #what #liepāja #šoks ',NEU
14513,'google chrome vairs nav tas url ',NEU
14514,'man pohuj dzīvošu pēc vecā laikā ha  ',NEU
14515,'@elmundoes tu pots salvar gallecs #gallecsnoestoca #difusioinfinita #gallecs19a @salvemgallecs url ',NEU
14516,'@acciolermxn @jniquemalik tu fais allemand lv1  ',NEU
14517,'kādas traģēdijas drāmas latviešu rakstnieki ir sarakstījuši  ',NEU
14518,'@redsunbuffet un kur tad tā solītā nakts izloze  ',NEU
14519,'rt @egzon_dina: un jam #kuqezi po ti ',NEU
14520,'rt @dviszltans: skumsh stazts putins 2 dienas var ienjemt rigu es 1 dienja tawu dravdzeni rt ja ravdaji ',NEU
14521,'rt @louismylifecat: zaughty es una gran amistad mientras yo te restriego zouis #kca #vote1duk url ',NEU
14522,'rt @travelnews_lv: šodien ir pūpolsvētdiena un pēc tautas ticējuma katram ir jābūt nopērtam - url ',NEU
14523,'jūtos drausmīgi bet kkā vienalga jātaisās un jābrauc uz rajoniņu tikties ar @sindijaaav  ',NEU
14524,'tas nav saksofons tas ir seksofons url ',NEU
14525,'kurš dosies uz @funface_tv meet-up 2 aprīlī ventspilī ratslaukumā plkst 16:00 - 18:00  ',NEU
14526,'nu ta ko pašauj vaļā😉 url ',NEU
14527,'rangers un canadiens ir nodrošinājuši vietu play -off ',NEU
14528,'manija venir a laburar un domingo manija ',NEU
14529,'norm šitā pateikt ;d kad sakārtosi savas drēbes tad parunāsim ;d @amis557 ',NEU
14530,'billy bragg &amp; wilco - chain of broken hearts tekstu un tulkojumu dziesmu url ',NEU
14531,'skatoties kāda bij mašīna jāsāk prātot pa kādiem bez ceļiem esmu braucis:d ',NEU
14532,'@ilz taču tas neliedz jums ik pa laikam tikties  ',NEU
14533,'jā esmu piecēlusies ',NEU
14534,'vasaras magnēts sākas šonedēļ pirmā kārta otrdien 16 00 mežā pie t c alfa- url url ',NEU
14535,'rīt 44 grupai ir otrā maiņa #rsmpv #44 ',NEU
14536,'@rawrrsmile ir prakse jo ir kaut kas noticis ar e -klasi jo mēs tad un piektdien mācīsimies :  ',NEU
14537,'pamostos viens mājās un vecmamma sataisijusi tik daudz pankūku ka visai āfrikai pietiktu ha 😂👌😁😜🐺 ',NEU
14538,'reģionu ziņasd šodien ļoti dzeltenas vai tiešām cits nekas nenotiek url ',NEU
14539,'rt @dzilaisgravis: nekad nepamet kādu kurš ir pieskāries tavai dvēselei vairāk nekā ķermenim  ',NEU
14540,'#wok ēdienu piegāde no @dragonbox_lv uz mājām no 10euro bez maksas zvani un mielojies pūpolsvētdienā ar supersulīgiem un sātīgiem #wokiem ',NEU
14541,'@eb__23 tu esi gulējis  ',NEU
14542,'mango man diet url ',NEU
14543,'@ohlalaqueenie tayuman ka na forevs  ',NEU
14544,'tas moments kad tu čato par olīvām 😂😂👌 ',NEU
14545,'ka ezcite ',NEU
14546,'gnomo - llevame tekstu un tulkojumu dziesmu url ',NEU
14547,'@teamdirectionbr o harry styles vai sair da 1d  ',NEU
14548,'un jom kuq e zo kuq e zi jom un e ti ',NEU
14549,'es nekad nebeigšu pipet 🍁 ',NEU
14550,'@viasatsport_lv kur ir mans 7dienas ieplānotais hokejs formulu jau no rīta redzēju  ',NEU
14551,'nu ko sākas bērzu sulas laiks 👍😊 ',NEU
14552,'@sardinhadoscp tu e mais 939817329821 ahahahaahh ',NEU
14553,'rīt beidzot sākas prakse  ',NEU
14554,'reģionu ziņas šodien ļoooti dzeltenas vai tiešām cits nekas nenotiek url ',NEU
14555,'lai kā arī būtu nekas vairs nav tā uz zemes ap mums viss bija citādāk r a p ',NEU
14556,'rt @magnetslv: vasaras magnēts sākas šonedēļ pirmā kārta otrdien 16 00 mežā pie t c alfa- url url ',NEU
14557,'laikam bučoties zem mana balkona ir swag  ',NEU
14558,'rt @wynner96: @usawrestling @chrisperry184 loses 10-0 to uzb ',NEU
14559,'mammai brokastis turcijā no teikti ir ideālākas nekā man 😂 url ',NEU
14560,'vidzemē ar tvana gāzi saindējušies divi bērni url ',NEU
14561,'un piekdien es pabeidzu 10 klasi  ',NEU
14562,'nu ko jajiet skatities multene ; p url ',NEU
14563,'@zikurats omg tautas jūra ko arī paredzēju  ',NEU
14564,'šodien jau visu dienu pa virtuvi ;d ^^ #kartupeļupankūkas #riekstiņi ',NEU
14565,'rt @ozolutoms: apbrīnjami noskaties noklausies vai arī nebūsi pieskaitāms pie cilvēku rases url ',NEU
14566,'the faint - psycho tekstu un tulkojumu dziesmu url ',NEU
14567,'@alensbalodis pēc vecā laika ir 13 tā kā nav tik traki  ',NEU
14568,'ja nemēģināsi tad neuzzinās ar ko tas beigsies  ',NEU
14569,'labrit pulkstens ir divi man nak miegs bet tas laikam normali ja gulet aiziet 4 no rita:d ',NEU
14570,'«rīgas satiksmes» sapnis kas nekad nepiepildīsies: autobuss - kafejnīca url via @tvnet_portals ',NEU
14571,'saeima varētu vienreiz pielemt ka pulksteni vairs negrozam kura partija uzņems iniciatīvu  ',NEU
14572,'rt @maidendelrey: @sardinhadoscp tu e mais 939817329821 ahahahaahh ',NEU
14573,'lai jums viss būtu url ',NEU
14574,'@jenuufa tas noteikti izpaudās kā matu neķemmēšana no rītiem  ',NEU
14575,'@fledermausiz jāāāā cccc: varēsim kaukt līdzi bez balss un bez sejām  ',NEU
14576,'@camerongdrall @keendallgdrx vai via tu ',NEU
14577,'rt @_diana_bimane: tas moments kad tu čato par olīvām 😂😂👌 ',NEU
14578,'ziile brauca ar divriteni un uzķērās svārki url ',NEU
14579,'@olehnovics @peterispuritis vai tad rīgā bija kādreiz maskavas laiks  ',NEU
14580,'15 16 17 maijā notiks seminārs par pielūgsmi mūziku un mākslu rīgā mārstaļu ielā 10 lelb jauniešu url ',NEU
14581,'galvā trakas domas rosās kā būtu ja rīt tik brauktu uz liepāju kā būtu ja es celtos vienreiz kā būtu neko nedarīt  ',NEU
14582,'@reebeekaaa_ varu arī uzpiest fav 😂😊👍 ',NEU
14583,'tikko apjēdzu ka drīz būs lieldienas - es aplauzos  ',NEU
14584,'rt @moreau_copp: un narbi #disiiiiz url ',NEU
14585,'es vairs nepalīdzēšu mazgāt kaķus rokas taka narkomānam izskatās ;d ',NEU
14586,'@roxanaxox totes man totes 😂 ',NEU
14587,'fredis un jānis skutelis spridzina šovā pusnakts šovs septiņos (video) url via @mamuts_lv ',NEU
14588,'izvēlētas labākās būves latvijā: url url ',NEU
14589,'rt @mr_badijs: -cik dienas nedēļā jūs lietojat alkoholu -vairāk nekā vienu -un konkrētāk -septiņas  ',NEU
14590,'pārgriezu pulksteni kas tālāk url ',NEU
14591,'rt @ezitis_migla: miami ezītī metrs ar 8 tekilas šotiem - tikai 8 eiro url ',NEU
14592,'driz dodamies ara ar japanieni#josu and @adzela777 ',NEU
14593,'rt @enkurss: @gorskis_intars tas ir tavs telefons  ',NEU
14594,'nu ko pa lielam viss ir sadarīts tagad jātaisās uz rīgas pusi  ',NEU
14595,'@pecisk kaut kā viņiem ir jāapmaksā sava eksistence   ',NEU
14596,'rt @fk_koknese: spēle noslēdzas ar 7:5 esam pusfinālā url ',NEU
14597,'rt @gorskis_intars: es atradīšu šo personu un izdarīšu to pašu ar viņu šis jau ir aizgājis par tālu par slimu tā vairs nav fanošana http… ',NEU
14598,'@laryssagdrs vai via ',NEU
14599,'@intriquent pacel klausuli kad tev zvana  ',NEU
14600,'tu tu turu tu tu ru ru tu tu turu tu tu ru ru ',NEU
14601,'@lainefreimane @elizabetoo akdd tas jau ir par traku #slimi ',NEU
14602,'tagad ir 14:03 ja  ',NEU
14603,'sākas latvijas čempionāts ūdenstūrismā url ',NEU
14604,'rt @astrovienradzis: #svari būsi enerģijas pārpilns jo pēdējā laikā tas nebija iespējams krasi nemaini situāciju pieturies pie visa tā … ',NEU
14605,'@peterispuritis @amjaliks ir ir  ',NEU
14606,'brokastīs prosecco ar krūzi kafijas  ',NEU
14607,'šo video pirms laboral spēles šodien parādīja uz kuba #getwellsoon @dbertans_42 url ',NEU
14608,'varētu nokrāsot rozīgus matus bet dohhh 2dien dejošanas skate 😁😒 ',NEU
14609,'rosols un sabīne berezina *_* ',NEU
14610,'rt @_anekdotes: mednieks apsaldējis muguru aiziet uz poliklīniku un atgriezies no tās prasa sievasmātei: url ',NEU
14611,'earl thomas conley - attracted to pain tekstu un tulkojumu dziesmu url ',NEU
14612,'rt @agonie_mentale: esmu tik īsa ka vienmēr runāju zemtekstā  ',NEU
14613,'uz rīgu tikai ap 19 00  ',NEU
14614,'kaah ribeiro vai dormi 󾌴󾌴󾌴 ',NEU
14615,'drīz ar mīlulēm uz centru 💕💕💕 ',NEU
14616,'rt @mafelew: cilvēki tiešām nezin kur ir robeža starp joku un kaitināšanu  ',NEU
14617,'@k_dravenieks kad youtubā varēs redzēt video  ',NEU
14618,'aiz ar le vadku le ',NEU
14619,'rt @rainocean: šo video pirms laboral spēles šodien parādīja uz kuba #getwellsoon @dbertans_42 url ',NEU
14620,'rt @davissire: naktī jāpagriež pulkstens es - url ',NEU
14621,'nav ne jausmas ko cilveeki manii atrod😄 ',NEU
14622,'nu šodien ta jāsit arī  ',NEU
14623,'nolikties ar temp 39 ko nē  ',NEU
14624,'kā es loku vārdus : šodien neizmācījos rīt neizmācīšos ( ) ',NEU
14625,'rt @lvprezis: nu šodien ta jāsit arī  ',NEU
14626,'rt @maadaara: ir jājiet uz priekšu neskatoties atpakaļ  ',NEU
14627,'nu nespīd man minka :  ',NEU
14628,'kāpēc baldonē ir tik daudz creepy cilvēki  ',NEU
14629,'rt @labakievines: kad runā dēls tu paklusē okay (veidoja @chiekurr) url ',NEU
14630,'jum karokean at nav ',NEU
14631,'eilen jewell - thanks a lot tekstu un tulkojumu dziesmu url ',NEU
14632,'@insomniapretty 3 vip kartes vakar tikai izlozētas ',NEU
14633,'jo tikai mans kaķis var uzrapties plaukta un novemties uz televīzora un dekodera  ',NEU
14634,'viena niša @majrazotaji - dāvanu maisiņi; citādi grāmatveikalos tikai plastmasīgi no ķīnas (pat tie kas izskatās no nebalināta papīra) ',NEU
14635,'man mana mana mana mana  ',NEU
14636,'tas skaitās ka delins mopēdu taisa 🙉 url ',NEU
14637,'@insomniapretty 3 vip kartes tika izlozētas ',NEU
14638,'km not ko ',NEU
14639,'ar sencīti skatos f1  ',NEU
14640,'tu tu tu #portugalneedsbmth ',NEU
14641,'es ai es ti ei ar ',NEU
14642,'meklēs uz titānika ceļojušā lv dzimušā vīrieša (neitans goldsmits dzimis 1871 g kreicbergā- krustpils terit ) radus: url ',NEU
14643,'@ovsjannkova hāāāh a man ir ;d ',NEU
14644,'rakstat kaut ko askā lai ir ko palasīt ;d ',NEU
14645,'rt @labakievines: kad attiecības ar vecmammu ir ļoti labas (veidoja @zpavlovskis) url ',NEU
14646,'jau par tradiiciju kluust obligaati nobildeeties tieshi uz maartinja mocha martinalex801 😆💪👍 url ',NEU
14647,'rt @songue96: un senegalais 👌😍 #team221 url ',NEU
14648,'kuq e zi jam un e ti ',NEU
14649,'brown boy - superman tekstu un tulkojumu dziesmu url ',NEU
14650,'rt @ieva__m: tu esi tik neglīts ka vecāki tev pie kakla karina kotleti lai vismaz suņi ar tevi spēlētos  ',NEU
14651,'vakarā uz pirti  ',NEU
14652,'rt @patriciakalme: @internetadauni jo 13 gados tas ir normāli- url - url ',NEU
14653,'e nojo ja metes tu ',NEU
14654,'@kamilakursite govs tev telefons ir 🐮 ',NEU
14655,'vai dafack 😂😂 ',NEU
14656,'@letsdrinkbeer_ @inbox1lv bildes nav tas viss ir mūsu atmiņā 😆 ',NEU
14657,'jo mēs nedēļu pārtiksim no mc feifei un roltoniem ',NEU
14658,'@afiashafinaz toqq tu ape ekkkkk ',NEU
14659,'es pagajsnedel gaju pa ielu un man tiesi prieksa notika avarija es ta mierigi gaju talak ',NEU
14660,'@janasima @majrazotaji nu pērc no auduma piedāvājums taču ir ',NEU
14661,'@ievabiteniece varbūt kas nedaudz nepopulārāks un ne tik ļoti nodrillēts  ',NEU
14662,'man ir kas tāds kas jums nav un nebūs  ',NEU
14663,'istaba un vannas istaba savākta tagad tikai virtuve un varu ķerties klāt ēst taisīšanai ģenerālā tīrīšana man 😃😊 ',NEU
14664,'rt @labakievines: tāda ir mūsu zelta jaunatne (veidoja @skuja_) url ',NEU
14665,'rt @dievietei: ikviens ir pelnījis kādu kurš liek skatīties uz rītdienu #dievietei url ',NEU
14666,' @nashoklm: 48 tu as un bft nop ',NEU
14667,'rt @beerniiba: rt ja arī tu bērnībā ēdi 5lapiņu ceriņu ziedus  ',NEU
14668,'21 aprīlī es mājā “aids action europe” organizē diskusiju par dublinas deklarācijas realizēšanu latvijas republikā url ',NEU
14669,'rt @labakievines: kad ieraugu skaitli 69 (veidoja @chiekurr) url ',NEU
14670,'rt @p_a_u_l_a_a: kad tev atnāk ziņas wpp bet tās ir tikai grupas 🙏🔫 ',NEU
14671,'@watanabeatushi @wf0317 ku soti to ieru hazu de aru  ',NEU
14672,'@minseokshy tu mesma url ',NEU
14673,'rt @vinita_v: cēsinieki atsaucās: pie cata kultūras nama manīts sunītis ir siksniņa un daļēji nokritusi atstatojošā veste url ',NEU
14674,'teksta tiešraide - url (vārtos gan nav andris stērninieks) ',NEU
14675,'apmeklējot lietuvu ar jd vadību un jaunsargiem piedalījos ģenerāļa pāvila pļehāvičusa kadetu skolas svinīgā zvēresta došanas ceremonijā  ',NEU
14676,'@run_izhar hmm dduk ats pkcik tu ',NEU
14677,'@ricmunds man zigis nebija jāelpina 😅 ',NEU
14678,'ja kads mus atspardis mes gangbangosim viņa meiteni nogalinasim viņa omi un nosmeresim maju ar sudiem  ',NEU
14679,'@francosls tu viens pas au city  ',NEU
14680,'ak jel kad atnāk ziņa tā vien liekās ka zemestrīce sākās : dddd ',NEU
14681,'jūtos tik slikti:  ',NEU
14682,'@freedomlga tas jau iekļaujas iekš priekšnesuma jeb atsevišķi  ',NEU
14683,'rt @fenikssizklaide: rt @balss: ja jau mēs grozam pulksteni šurpu turpu varbūt pie reizes pagrozam arī svarus vasaras svars varētu būt -5… ',NEU
14684,'sam milby - my girl tekstu un tulkojumu dziesmu url ',NEU
14685,'kā izaudzēt kristālus url url ',NEU
14686,'kā izaudzēt kristālus url url ',NEU
14687,'@freedomlga un pag jātaisa  ',NEU
14688,'smukas meitenes laiž uz laukiem 🍁🔥🙈 url ',NEU
14689,'ja mūstdienās kāds mācētu pilnvērtīgi atvainoties bet ne caur sms  ',NEU
14690,'@syafiqmadjaia bàgi no fon ko ',NEU
14691,'rt @labakievines: arī šim māksliniekam ir grūtāk ar dziedāšanu (veidoja @dzelzsgriezeejs) url ',NEU
14692,'@git_scar_destin oki tu mm plu ',NEU
14693,'@egyyya domāju ka atsevišķi  ',NEU
14694,'@janasima @majrazotaji bet kādus domā papīra maisiņus vai kādus būtu gribējusi  ',NEU
14695,'ir pūpolsvētdiena es aizgulējos nepagriezu pulksteni un vispār - lai visi iet pērties;) ',NEU
